HCS_DRUG_CAT,TCGPI_ID,NDC_UPC_HRI,TCGPI_NAME,DRUG_NAME,BUP_INJECTION
BENZO,57100010000305,615042665,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,677149601,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,677149605,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,781106101,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,781106105,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,781106110,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,781106113,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,781132601,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,781132605,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,781132610,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,781132613,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,839785106,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,839785112,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,904585861,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,904779140,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,904779160,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,904791840,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,904791860,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,10544002930,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,10544005430,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,10544010430,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,10544015530,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,10544015560,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,10544015590,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,16590044714,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,16590044720,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,16590044730,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,16590044760,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,16590044771,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,16590044790,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,18837031290,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,21695024720,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,21695024730,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,21695024760,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,21695024790,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,23490503201,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,23490503202,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,23490503203,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,23490503204,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,23490503205,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,23490503206,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,23490503207,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,33261059420,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,33261059430,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,33261059460,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,33261059490,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,33358001430,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,33358001460,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,35356001300,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,40893079520,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,40893079530,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,40893079540,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,42254003303,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,42254003314,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,42254003320,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,42254003330,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,42254003360,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,42254003390,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43063008806,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43063037005,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43063037020,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43063037030,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43063037060,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43063037090,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43063037098,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353035715,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353035730,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353035753,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353035760,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353035770,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353070515,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353070530,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353070553,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353070560,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,43353070570,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,47335060313,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,47335060318,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,47335060388,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,47463000830,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,49502040501,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,49502040505,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,49884044801,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,49884044805,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,49999003910,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,49999003915,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,49999003930,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,49999003960,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,49999003990,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,50090225600,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,50090225601,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,50090225604,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,50436463401,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,50436463402,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51079078801,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51079078817,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51079078819,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51079078820,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51079078821,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51655081025,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,51655081051,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,51655086124,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51655086125,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51655086126,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51655086182,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51875036301,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51875036302,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51875036304,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51991070401,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51991070405,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,51991070410,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52246078210,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,52246078220,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,52246078230,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,52246078260,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,52493079520,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,52493079530,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,52493079540,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,52544068201,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52544068205,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52544068210,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52555050301,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52555050305,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52555058901,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52555058905,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52959032100,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52959032102,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52959032110,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52959032114,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52959032120,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52959032130,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52959032160,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52959032190,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,52959032230,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,53506084230,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54124002930,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54124002960,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54569095300,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54569095301,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54569095302,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54569095303,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54569095304,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54569095305,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54569095306,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54569095307,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54569375500,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54569375501,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54569375502,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54569375503,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54569375504,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54569375505,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54868099200,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54868099201,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54868099202,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54868099203,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54868099204,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54868292900,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54868292901,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54868292902,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54868292903,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54868292904,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54868292905,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54868292906,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54868292907,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54868292908,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,54977035820,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,54977035899,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,55045210200,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55045210201,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55045210203,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55045210205,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55045210207,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55045210208,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55045375608,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55048000830,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55175067902,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55175067903,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55175067904,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55175067905,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55175074300,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,55289034610,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,55289034620,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,55289034630,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,55289096205,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55289096220,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55289096230,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55289096260,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55289096290,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55289096298,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55700042230,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55700042260,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55700042290,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55700067130,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55700067160,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55887028020,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55887028030,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55887028060,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55887028090,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55953012640,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55953012670,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55953012680,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55953086840,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,55953086870,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,57362049811,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,57362049813,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,57362049819,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,57362049884,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,57480052001,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,57480052006,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,57866019701,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,57866463401,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,57866463402,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,57866463403,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,57866463406,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019800,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019802,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019803,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019812,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019815,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019820,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019830,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019860,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019873,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,58016019889,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,59591005168,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,59762371901,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,59762371903,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,59762371904,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,59772879001,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,59772879002,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60346005110,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,60346005120,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,60346005130,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,60346005160,Alprazolam Tab 0.25 MG,Xanax,0
BENZO,57100010000305,60346087610,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60346087620,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60346087630,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60346087690,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60429050212,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60429050215,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60429050218,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60429050230,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60429050260,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,60429050290,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003430,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003431,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003432,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003439,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003445,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003451,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003454,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003456,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003460,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003490,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61392003491,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61919037930,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61919044730,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,61919044760,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,62584060901,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,62584060933,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,63187091630,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,63629295501,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,63629295502,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,63629295503,Alprazolam Tab 0.25 MG,ALPRAZolam,0
BENZO,57100010000305,63629295504,Alprazolam Tab 0.25 MG,ALPRAZolam,0
